county14,cntyname2,intptlon,intptlat
26147,St. Clair MI,-82.564394,42.911355
26149,St. Joseph MI,-85.527227,41.888049
26151,Sanilac MI,-82.779458,43.364275
26153,Schoolcraft MI,-86.227545,46.004789
26155,Shiawassee MI,-84.147223,42.942805
26157,Tuscola MI,-83.435599,43.429727
26159,Van Buren MI,-86.010024,42.260693
26161,Washtenaw MI,-83.727176,42.256944
26163,Wayne MI,-83.217867,42.33261
26165,Wexford MI,-85.485652,44.307684
27001,Aitkin MN,-93.524295,46.570766
27003,Anoka MN,-93.270276,45.195145
27005,Becker MN,-95.776199,46.849159
27007,Beltrami MN,-94.863079,47.591009
27009,Benton MN,-94.102452,45.633538
27011,Big Stone MN,-96.443311,45.400022
27013,Blue Earth MN,-93.998814,44.129817
27015,Brown MN,-94.599156,44.284245
27017,Carlton MN,-92.536044,46.642727
27019,Carver MN,-93.679961,44.83804
27021,Cass MN,-94.415739,46.814565
27023,Chippewa MN,-95.620788,44.960561
27025,Chisago MN,-92.924125,45.453007
27027,Clay MN,-96.672445,46.857998
27029,Clearwater MN,-95.388286,47.561894
27031,Cook MN,-90.337428,47.783499
27033,Cottonwood MN,-95.119585,43.941511
27035,Crow Wing MN,-94.158867,46.430373
27037,Dakota MN,-93.151736,44.765955
27039,Dodge MN,-92.808792,44.02998
27041,Douglas MN,-95.392006,45.909027
27043,Faribault MN,-93.957902,43.680246
27045,Fillmore MN,-92.082724,43.692687
27047,Freeborn MN,-93.361786,43.662564
27049,Goodhue MN,-92.667398,44.449073
27051,Grant MN,-95.936595,45.943212
27053,Hennepin MN,-93.361219,44.974633
27055,Houston MN,-91.439932,43.718928
27057,Hubbard MN,-94.93394,47.057888
27059,Isanti MN,-93.261462,45.544298
27061,Itasca MN,-93.52069,47.315978
27063,Jackson MN,-95.112631,43.665989
27065,Kanabec MN,-93.299378,45.886315
27067,Kandiyohi MN,-95.016746,45.15505
27069,Kittson MN,-96.781363,48.729536
27071,Koochiching MN,-93.485156,48.509405
27073,Lac qui Parle MN,-96.133459,44.982244
27075,Lake MN,-91.55707,47.180205
27077,Lake of the Woods MN,-94.74546,48.765864
27079,Le Sueur MN,-93.717485,44.393731
27081,Lincoln MN,-96.25362,44.375241
27083,Lyon MN,-95.795443,44.428428
27085,McLeod MN,-94.264677,44.859714
27087,Mahnomen MN,-95.840762,47.296073
27089,Marshall MN,-96.531908,48.31011
27091,Martin MN,-94.511491,43.665285
27093,Meeker MN,-94.482983,45.136369
27095,Mille Lacs MN,-93.624519,45.794231
27097,Morrison MN,-94.327708,45.983429
27099,Mower MN,-92.898193,43.6651
27101,Murray MN,-95.741065,43.98645
27103,Nicollet MN,-94.060835,44.265357
27105,Nobles MN,-95.667424,43.636328
27107,Norman MN,-96.477943,47.307989
27109,Olmsted MN,-92.473203,44.023968
27111,Otter Tail MN,-95.793449,46.405066
27113,Pennington MN,-96.148422,48.102255
27115,Pine MN,-92.892435,46.033411
27117,Pipestone MN,-96.270609,43.981473
27119,Polk MN,-96.551952,47.780428
27121,Pope MN,-95.437115,45.629871
27123,Ramsey MN,-93.106322,44.993147
27125,Red Lake MN,-96.135685,47.876104
27127,Redwood MN,-95.195032,44.43888
27129,Renville MN,-94.938021,44.721974
27131,Rice MN,-93.260329,44.370592
27133,Rock MN,-96.238791,43.648102
27135,Roseau MN,-95.648072,48.821305
27137,St. Louis MN,-92.312391,47.085203
27139,Scott MN,-93.467857,44.713132
27141,Sherburne MN,-93.722036,45.404646
27143,Sibley MN,-94.168348,44.582708
27145,Stearns MN,-94.360875,45.557831
27147,Steele MN,-93.21444,44.064305
27149,Stevens MN,-95.92605,45.580687
27151,Swift MN,-95.644377,45.274076
27153,Todd MN,-94.886515,46.066925
27155,Traverse MN,-96.548957,45.751079
27157,Wabasha MN,-92.221075,44.297858
27159,Wadena MN,-95.041419,46.524394
27161,Waseca MN,-93.550019,44.061001
27163,Washington MN,-92.920896,44.988624
27165,Watonwan MN,-94.583742,43.993424
27167,Wilkin MN,-96.529693,46.316537
27169,Winona MN,-91.714428,44.023707
27171,Wright MN,-93.828839,45.197631
27173,Yellow Medicine MN,-95.825894,44.737554
28001,Adams MS,-91.35216,31.547642
28003,Alcorn MS,-88.531064,34.908785
28005,Amite MS,-90.817605,31.18002
28007,Attala MS,-89.586829,33.066235
28009,Benton MS,-89.204193,34.81011
28011,Bolivar MS,-90.775346,33.77228
28013,Calhoun MS,-89.306924,33.929772
28015,Carroll MS,-89.918415,33.458389
28017,Chickasaw MS,-88.931776,33.932227
28019,Choctaw MS,-89.236261,33.342152
28021,Claiborne MS,-90.95412,31.935955
28023,Clarke MS,-88.730632,32.062753
28025,Clay MS,-88.692496,33.62459
28027,Coahoma MS,-90.569852,34.222427
28029,Copiah MS,-90.379188,31.889652
28031,Covington MS,-89.548745,31.637592
28033,DeSoto MS,-89.956693,34.9304
28035,Forrest MS,-89.287882,31.309039
28037,Franklin MS,-90.872782,31.473218
28039,George MS,-88.592898,30.870537
28041,Greene MS,-88.626168,31.193014
28043,Grenada MS,-89.802798,33.768122
28045,Hancock MS,-89.405674,30.379393
28047,Harrison MS,-89.063835,30.432955
28049,Hinds MS,-90.255633,32.303869
28051,Holmes MS,-90.028456,33.09029
28053,Humphreys MS,-90.519091,33.161583
28055,Issaquena MS,-91.006402,32.867279
28057,Itawamba MS,-88.402671,34.292221
28059,Jackson MS,-88.660678,30.44437
28061,Jasper MS,-89.144525,31.966737
28063,Jefferson MS,-91.055527,31.714659
28065,Jefferson Davis MS,-89.814584,31.574917
28067,Jones MS,-89.165098,31.668674
28069,Kemper MS,-88.677904,32.759968
28071,Lafayette MS,-89.526947,34.361506
28073,Lamar MS,-89.438734,31.264156
28075,Lauderdale MS,-88.691804,32.400679
28077,Lawrence MS,-90.109229,31.555383
28079,Leake MS,-89.504751,32.725456
28081,Lee MS,-88.702979,34.274735
28083,Leflore MS,-90.209074,33.513076
28085,Lincoln MS,-90.456282,31.550891
28087,Lowndes MS,-88.392678,33.515352
28089,Madison MS,-90.098301,32.510712
28091,Marion MS,-89.829681,31.244447
28093,Marshall MS,-89.542915,34.815764
28095,Monroe MS,-88.498108,33.925912
28097,Montgomery MS,-89.683011,33.496574
28099,Neshoba MS,-89.117671,32.754205
28101,Newton MS,-89.128071,32.41204
28103,Noxubee MS,-88.549813,33.131121
28105,Oktibbeha MS,-88.82871,33.449232
28107,Panola MS,-89.938372,34.350009
28109,Pearl River MS,-89.63166,30.641969
28111,Perry MS,-88.991998,31.262822
28113,Pike MS,-90.436406,31.216057
28115,Pontotoc MS,-89.011427,34.252503
28117,Prentiss MS,-88.552645,34.631502
28119,Quitman MS,-90.262837,34.272621
28121,Rankin MS,-90.032971,32.279373
28123,Scott MS,-89.529182,32.401463
28125,Sharkey MS,-90.859379,32.924745
28127,Simpson MS,-89.853814,31.916008
28129,Smith MS,-89.507026,31.971849
28131,Stone MS,-89.136498,30.809011
28133,Sunflower MS,-90.583975,33.594124
28135,Tallahatchie MS,-90.197116,33.983144
28137,Tate MS,-89.94814,34.64608
28139,Tippah MS,-88.925782,34.767896
28141,Tishomingo MS,-88.228382,34.723482
28143,Tunica MS,-90.347973,34.709638
28145,Union MS,-89.00791,34.484263
28147,Walthall MS,-90.121429,31.151623
28149,Warren MS,-90.845229,32.325884
28151,Washington MS,-91.010985,33.371081
28153,Wayne MS,-88.659355,31.650101
28155,Webster MS,-89.226147,33.582222
28157,Wilkinson MS,-91.238274,31.121531
28159,Winston MS,-89.042844,33.084925
28161,Yalobusha MS,-89.693522,34.080595
28163,Yazoo MS,-90.380237,32.828491
29001,Adair MO,-92.582455,40.195661
29003,Andrew MO,-94.818301,39.922566
29005,Atchison MO,-95.437694,40.421105
29007,Audrain MO,-91.820995,39.205358
29009,Barry MO,-93.862797,36.735065
29011,Barton MO,-94.308935,37.495228
29013,Bates MO,-94.362338,38.276164
29015,Benton MO,-93.308921,38.302689
29017,Bollinger MO,-89.9983,37.338242
29019,Boone MO,-92.321502,38.959866
29021,Buchanan MO,-94.82195,39.750602
29023,Butler MO,-90.413597,36.75379
29025,Caldwell MO,-93.994831,39.664766
29027,Callaway MO,-91.993352,38.802239
29029,Camden MO,-92.749519,38.072829
29031,Cape Girardeau MO,-89.606276,37.353894
29033,Carroll MO,-93.495584,39.410156
29035,Carter MO,-90.89733,36.949427
29037,Cass MO,-94.423584,38.746895
29039,Cedar MO,-93.895121,37.767996
29041,Chariton MO,-92.935021,39.486626
29043,Christian MO,-93.26253,37.025688
29045,Clark MO,-91.704759,40.413069
29047,Clay MO,-94.493876,39.251396
29049,Clinton MO,-94.370058,39.602094
29051,Cole MO,-92.218635,38.552393
29053,Cooper MO,-92.772563,38.909616
29055,Crawford MO,-91.322782,38.059819
29057,Dade MO,-93.829949,37.415613
29059,Dallas MO,-93.067086,37.643825
29061,Daviess MO,-93.983252,39.942684
29063,DeKalb MO,-94.340564,39.81961
29065,Dent MO,-91.542146,37.630684
29067,Douglas MO,-92.58826,36.939747
29069,Dunklin MO,-90.059091,36.326744
29071,Franklin MO,-90.999797,38.432966
29073,Gasconade MO,-91.491573,38.453631
29075,Gentry MO,-94.439105,40.199987
29077,Greene MO,-93.308298,37.193837
29079,Grundy MO,-93.59546,40.091968
29081,Harrison MO,-94.000798,40.313851
29083,Henry MO,-93.736827,38.394758
29085,Hickory MO,-93.330234,37.91066
29087,Holt MO,-95.200026,40.092393
29089,Howard MO,-92.705764,39.139325
29091,Howell MO,-91.873786,36.793133
29093,Iron MO,-90.711709,37.571851
29095,Jackson MO,-94.446142,39.010332
29097,Jasper MO,-94.44341,37.128994
29099,Jefferson MO,-90.47573,38.340594
29101,Johnson MO,-93.770338,38.757209
29103,Knox MO,-92.150684,40.151668
29105,Laclede MO,-92.654562,37.669645
29107,Lafayette MO,-93.840042,39.05633
29109,Lawrence MO,-93.797068,37.035399
29111,Lewis MO,-91.649069,40.085506
29113,Lincoln MO,-90.928653,39.003625
29115,Linn MO,-93.065236,39.796774
29117,Livingston MO,-93.554323,39.795917
29119,McDonald MO,-94.398074,36.618064
29121,Macon MO,-92.510354,39.798523
29123,Madison MO,-90.300055,37.535795
29125,Maries MO,-91.877987,38.171918
29127,Marion MO,-91.455722,39.740806
29129,Mercer MO,-93.575845,40.418591
29131,Miller MO,-92.50717,38.247838
29133,Mississippi MO,-89.365448,36.857051
29135,Moniteau MO,-92.616366,38.628938
29137,Monroe MO,-91.973791,39.520553
29139,Montgomery MO,-91.46849,38.950803
29141,Morgan MO,-92.850358,38.381506
29143,New Madrid MO,-89.658614,36.605307
29145,Newton MO,-94.411415,36.921799
29147,Nodaway MO,-94.86794,40.352749
29149,Oregon MO,-91.464737,36.618129
29151,Osage MO,-91.883093,38.45382
29153,Ozark MO,-92.424289,36.623091
29155,Pemiscot MO,-89.748694,36.181794
29157,Perry MO,-89.857119,37.713673
29159,Pettis MO,-93.24655,38.702202
29161,Phelps MO,-91.74867,37.942882
29163,Pike MO,-91.156132,39.363536
29165,Platte MO,-94.684744,39.262166
29167,Polk MO,-93.404461,37.601814
29169,Pulaski MO,-92.177309,37.824258
29171,Putnam MO,-92.979291,40.480842
29173,Ralls MO,-91.46854,39.579581
29175,Randolph MO,-92.451941,39.412907
29177,Ray MO,-94.061321,39.335641
29179,Reynolds MO,-90.973062,37.336586
29181,Ripley MO,-90.791797,36.627212
29183,St. Charles MO,-90.659761,38.776604
29185,St. Clair MO,-93.765677,38.056009
29186,Ste. Genevieve MO,-90.168493,37.939468
29187,St. Francois MO,-90.492287,37.835574
29189,St. Louis MO,-90.386165,38.647122
29195,Saline MO,-93.204838,39.111933
29197,Schuyler MO,-92.521964,40.461816
29199,Scotland MO,-92.146661,40.448001
29201,Scott MO,-89.577831,37.014498
29203,Shannon MO,-91.429468,37.069628
29205,Shelby MO,-92.077041,39.761774
29207,Stoddard MO,-89.969627,36.850777
29209,Stone MO,-93.438465,36.717605
29211,Sullivan MO,-93.103725,40.217733
29213,Taney MO,-93.189964,36.656707
29215,Texas MO,-91.96843,37.328458
29217,Vernon MO,-94.340348,37.835599
29219,Warren MO,-91.103599,38.788663
29221,Washington MO,-90.78571,37.953147
29223,Wayne MO,-90.512708,37.107087
29225,Webster MO,-92.907359,37.263337
29227,Worth MO,-94.438812,40.482259
29229,Wright MO,-92.429234,37.192204
29510,St. Louis city MO,-90.252987,38.623609
30001,Beaverhead MT,-112.696449,45.221057
30003,Big Horn MT,-107.502821,45.565831
30005,Blaine MT,-108.899614,48.441261
30007,Broadwater MT,-111.535595,46.302846
30009,Carbon MT,-109.08421,45.321484
30011,Carter MT,-104.523592,45.679127
30013,Cascade MT,-111.306255,47.491839
30015,Chouteau MT,-110.402075,47.956366
30017,Custer MT,-105.81702,46.40337
30019,Daniels MT,-105.430327,48.783416
30021,Dawson MT,-104.750691,47.134482
30023,Deer Lodge MT,-112.954082,46.137755
30025,Fallon MT,-104.309483,46.358863
30027,Fergus MT,-109.417125,47.097549
30029,Flathead MT,-114.279523,48.247205
30031,Gallatin MT,-111.12835,45.682805
30033,Garfield MT,-106.977906,47.299774
30035,Glacier MT,-112.798968,48.602921
30037,Golden Valley MT,-109.139659,46.287062
30039,Granite MT,-113.293735,46.448832
30041,Hill MT,-109.762814,48.515787
30043,Jefferson MT,-112.052721,46.254092
30045,Judith Basin MT,-110.17791,47.102396
30047,Lake MT,-114.120031,47.601939
30049,Lewis and Clark MT,-112.022117,46.644771
30051,Liberty MT,-111.00028,48.56351
30053,Lincoln MT,-115.436685,48.545504
30055,McCone MT,-105.644502,47.561985
30057,Madison MT,-111.949582,45.435991
30059,Meagher MT,-110.875532,46.526827
30061,Mineral MT,-114.900202,47.185567
30063,Missoula MT,-114.01897,46.875473
30065,Musselshell MT,-108.490291,46.417553
30067,Park MT,-110.598858,45.59709
30069,Petroleum MT,-108.296658,47.012441
30071,Phillips MT,-107.857232,48.374316
30073,Pondera MT,-112.144868,48.210126
30075,Powder River MT,-105.535151,45.440737
30077,Powell MT,-112.760627,46.449212
30079,Prairie MT,-105.270067,46.807848
30081,Ravalli MT,-114.117136,46.35265
30083,Richland MT,-104.203899,47.718572
30085,Roosevelt MT,-105.247395,48.132541
30087,Rosebud MT,-106.611772,45.907997
30089,Sanders MT,-115.178515,47.636131
30091,Sheridan MT,-104.499415,48.737465
30093,Silver Bow MT,-112.52436,45.98796
30095,Stillwater MT,-109.249285,45.613806
30097,Sweet Grass MT,-109.915938,45.830248
30099,Teton MT,-112.054856,47.771876
30101,Toole MT,-111.853537,48.585262
30103,Treasure MT,-107.241031,46.255885
30105,Valley MT,-106.546235,48.23394
30107,Wheatland MT,-109.844059,46.459737
30109,Wibaux MT,-104.196136,46.969012
30111,Yellowstone MT,-108.539317,45.79131
31001,Adams NE,-98.414531,40.583763
31003,Antelope NE,-98.05688,42.149597
31005,Arthur NE,-101.673789,41.569808
31007,Banner NE,-103.702058,41.557925
31009,Blaine NE,-100.007173,41.901109
31011,Boone NE,-98.016388,41.680181
31013,Box Butte NE,-102.903779,42.135041
31015,Boyd NE,-98.730929,42.891085
31017,Brown NE,-99.852142,42.538837
31019,Buffalo NE,-99.070128,40.737668
31021,Burt NE,-96.342591,41.845797
31023,Butler NE,-97.141253,41.24895
31025,Cass NE,-96.062424,40.946526
31027,Cedar NE,-97.254938,42.576273
31029,Chase NE,-101.61983,40.500255
31031,Cherry NE,-100.754566,42.784562
31033,Cheyenne NE,-102.982639,41.166246
31035,Clay NE,-98.029643,40.545465
31037,Colfax NE,-97.076578,41.517571
31039,Cuming NE,-96.759209,41.897578
31041,Custer NE,-99.672764,41.401093
31043,Dakota NE,-96.441484,42.445678
31045,Dawes NE,-103.066154,42.785306
31047,Dawson NE,-99.859078,40.828532
31049,Deuel NE,-102.3456,41.088794
31051,Dixon NE,-96.829966,42.438517
31053,Dodge NE,-96.530705,41.473485
31055,Douglas NE,-96.06147,41.259911
31057,Dundy NE,-101.601565,40.09319
31059,Fillmore NE,-97.578002,40.540682
31061,Franklin NE,-98.946894,40.187621
31063,Frontier NE,-100.404158,40.607973
31065,Furnas NE,-99.925643,40.248006
31067,Gage NE,-96.714125,40.274483
31069,Garden NE,-102.320804,41.422768
31071,Garfield NE,-99.107224,41.800944
31073,Gosper NE,-99.830985,40.592125
31075,Grant NE,-101.731431,41.984369
31077,Greeley NE,-98.497607,41.556319
31079,Hall NE,-98.377526,40.915598
31081,Hamilton NE,-98.021055,40.878695
31083,Harlan NE,-99.402239,40.145694
31085,Hayes NE,-101.058486,40.495631
31087,Hitchcock NE,-101.006818,40.211962
31089,Holt NE,-98.743199,42.458401
31091,Hooker NE,-101.06283,42.016041
31093,Howard NE,-98.493474,41.189549
31095,Jefferson NE,-97.140337,40.164028
31097,Johnson NE,-96.228952,40.401369
31099,Kearney NE,-98.99272,40.506265
31101,Keith NE,-101.69652,41.141877
31103,Keya Paha NE,-99.70356,42.868345
31105,Kimball NE,-103.660709,41.23289
31107,Knox NE,-97.786918,42.61911
31109,Lancaster NE,-96.673558,40.801059
31111,Lincoln NE,-100.789242,41.119635
31113,Logan NE,-100.500731,41.484179
31115,Loup NE,-99.402571,41.816483
31117,McPherson NE,-100.986364,41.57331
31119,Madison NE,-97.461647,42.003909
31121,Merrick NE,-98.039198,41.131201
31123,Morrill NE,-103.159329,41.707124
31125,Nance NE,-97.89497,41.403829
31127,Nemaha NE,-95.836301,40.403958
31129,Nuckolls NE,-98.061144,40.115022
31131,Otoe NE,-96.029876,40.669496
31133,Pawnee NE,-96.184084,40.134921
31135,Perkins NE,-101.672494,40.847278
31137,Phelps NE,-99.40679,40.468152
31139,Pierce NE,-97.592089,42.262664
31141,Platte NE,-97.387469,41.469014
31143,Polk NE,-97.555743,41.174759
31145,Red Willow NE,-100.587811,40.205475
31147,Richardson NE,-95.673539,40.099948
31149,Rock NE,-99.495245,42.536443
31151,Saline NE,-97.020008,40.578252
31153,Sarpy NE,-96.033901,41.153107
31155,Saunders NE,-96.571077,41.199571
31157,Scotts Bluff NE,-103.680421,41.865019
31159,Seward NE,-97.10604,40.873594
31161,Sheridan NE,-102.39875,42.699305
31163,Sherman NE,-98.971626,41.223634
31165,Sioux NE,-103.824928,42.379653
31167,Stanton NE,-97.251695,41.985653
31169,Thayer NE,-97.625345,40.17923
31171,Thomas NE,-100.546772,41.966824
31173,Thurston NE,-96.515686,42.159409
31175,Valley NE,-98.947735,41.57337
31177,Washington NE,-96.158319,41.507054
31179,Wayne NE,-97.063032,42.221931
31181,Webster NE,-98.485179,40.200267
31183,Wheeler NE,-98.543802,41.880575
31185,York NE,-97.605401,40.864374
32001,Churchill NV,-118.795672,39.473584
32003,Clark NV,-115.149912,36.143366
32005,Douglas NV,-119.755984,38.956913
32007,Elko NV,-115.518452,40.870908
32009,Esmeralda NV,-117.677689,37.708803
32011,Eureka NV,-116.149028,39.866898
32013,Humboldt NV,-117.745155,41.034176
32015,Lander NV,-116.942958,40.520911
32017,Lincoln NV,-114.643713,37.690301
32019,Lyon NV,-119.325023,39.34878
32021,Mineral NV,-118.638907,38.590038
32023,Nye NV,-116.169199,36.468656
32027,Pershing NV,-118.293596,40.343441
32029,Storey NV,-119.624142,39.389364
32031,Washoe NV,-119.795475,39.535558
32033,White Pine NV,-114.862386,39.273239
32510,Carson City NV,-119.753712,39.166135
33001,Belknap NH,-71.440669,43.517401
33003,Carroll NH,-71.166397,43.810973
33005,Cheshire NH,-72.262788,42.898264
33007,Coos NH,-71.362837,44.550062
33009,Grafton NH,-71.952896,43.838874
33011,Hillsborough NH,-71.532984,42.87989
33013,Merrimack NH,-71.586367,43.246442
33015,Rockingham NH,-71.104119,42.936727
33017,Strafford NH,-70.955002,43.247646
33019,Sullivan NH,-72.259307,43.367422
34001,Atlantic NJ,-74.583545,39.427563
34003,Bergen NJ,-74.057406,40.918799
34005,Burlington NJ,-74.83426,39.982668
34007,Camden NJ,-75.027878,39.864011
34009,Cape May NJ,-74.806974,39.095953
34011,Cumberland NJ,-75.087733,39.428284
34013,Essex NJ,-74.216406,40.768705
34015,Gloucester NJ,-75.127503,39.749187
34017,Hudson NJ,-74.061263,40.742925
34019,Hunterdon NJ,-74.896779,40.572183
34021,Mercer NJ,-74.700333,40.255567
34023,Middlesex NJ,-74.38788,40.48553
34025,Monmouth NJ,-74.147726,40.291302
34027,Morris NJ,-74.501641,40.859552
34029,Ocean NJ,-74.214569,39.973658
34031,Passaic NJ,-74.19153,40.925362
34033,Salem NJ,-75.376651,39.625939
34035,Somerset NJ,-74.578781,40.561177
34037,Sussex NJ,-74.653976,41.091219
34039,Union NJ,-74.294233,40.659609
34041,Warren NJ,-75.016296,40.795162
35001,Bernalillo NM,-106.616034,35.107878
35003,Catron NM,-108.548533,33.928094
35005,Chaves NM,-104.512634,33.364653
35006,Cibola NM,-107.804576,35.113977
35007,Colfax NM,-104.643012,36.702618
35009,Curry NM,-103.215712,34.4201
35011,DeBaca NM,-104.257879,34.465462
35013,Dona Ana NM,-106.728879,32.247295
35015,Eddy NM,-104.291596,32.547602
35017,Grant NM,-108.242725,32.780455
35019,Guadalupe NM,-104.792458,34.930037
35021,Harding NM,-103.984894,35.861023
35023,Hidalgo NM,-108.766735,32.275633
35025,Lea NM,-103.193824,32.753117
35027,Lincoln NM,-105.631184,33.420965
35028,Los Alamos NM,-106.270303,35.868767
35029,Luna NM,-107.740444,32.217488
35031,McKinley NM,-108.634045,35.511504
35033,Mora NM,-105.241067,35.999281
35035,Otero NM,-105.989321,32.806642
35037,Quay NM,-103.655997,35.180626
35039,Rio Arriba NM,-106.205854,36.201002
35041,Roosevelt NM,-103.348218,34.167549
35043,Sandoval NM,-106.649363,35.328605
35045,San Juan NM,-108.220504,36.72194
35047,San Miguel NM,-105.309662,35.573297
35049,Santa Fe NM,-106.004873,35.630806
35051,Sierra NM,-107.277817,33.109274
35053,Socorro NM,-106.957842,34.153828
35055,Taos NM,-105.609327,36.433448
35057,Torrance NM,-106.100944,34.867125
35059,Union NM,-103.262406,36.455576
35061,Valencia NM,-106.722531,34.752149
36001,Albany NY,-73.813009,42.678976
36003,Allegany NY,-78.019316,42.228246
36005,Bronx NY,-73.882361,40.849354
36007,Broome NY,-75.934249,42.121306
36009,Cattaraugus NY,-78.607814,42.224267
36011,Cayuga NY,-76.560139,42.935371
36013,Chautauqua NY,-79.31469,42.246257
36015,Chemung NY,-76.813054,42.118263
36017,Chenango NY,-75.570259,42.481196
36019,Clinton NY,-73.545324,44.730039
36021,Columbia NY,-73.680967,42.273337
36023,Cortland NY,-76.145493,42.59613
36025,Delaware NY,-74.993818,42.244536
36027,Dutchess NY,-73.839386,41.681015
36029,Erie NY,-78.79259,42.889479
36031,Essex NY,-73.690176,44.174474
36033,Franklin NY,-74.344498,44.712836
36035,Fulton NY,-74.330335,43.059173
36037,Genesee NY,-78.173087,42.999625
36039,Greene NY,-73.975847,42.299303
36041,Hamilton NY,-74.385251,43.612034
36043,Herkimer NY,-74.995003,43.070537
36045,Jefferson NY,-75.896597,44.019126
36047,Kings NY,-73.954805,40.650523
36049,Lewis NY,-75.449352,43.789217
36051,Livingston NY,-77.764185,42.766358
36053,Madison NY,-75.717535,42.984472
36055,Monroe NY,-77.620023,43.161503
36057,Montgomery NY,-74.343076,42.93355
36059,Nassau NY,-73.602233,40.716587
36061,New York NY,-73.966291,40.777959
36063,Niagara NY,-78.852036,43.134705
36065,Oneida NY,-75.359199,43.147455
36067,Onondaga NY,-76.167461,43.067188
36069,Ontario NY,-77.260128,42.899374
36071,Orange NY,-74.242998,41.422035
36073,Orleans NY,-78.223291,43.248318
36075,Oswego NY,-76.313133,43.391822
36077,Otsego NY,-75.059895,42.563532
36079,Putnam NY,-73.71721,41.411283
36081,Queens NY,-73.833464,40.721295
36083,Rensselaer NY,-73.629831,42.699991
36085,Richmond NY,-74.137289,40.588524
36087,Rockland NY,-74.019041,41.127624
36089,St. Lawrence NY,-75.149263,44.651458
36091,Saratoga NY,-73.785774,43.008801
36093,Schenectady NY,-73.94618,42.809285
36095,Schoharie NY,-74.436025,42.642508
36097,Schuyler NY,-76.869111,42.387816
36099,Seneca NY,-76.828565,42.827354
36101,Steuben NY,-77.320604,42.266288
36103,Suffolk NY,-73.113582,40.821925
36105,Sullivan NY,-74.707545,41.700086
36107,Tioga NY,-76.29711,42.12098
36109,Tompkins NY,-76.4774,42.460259
36111,Ulster NY,-74.100651,41.841064
36113,Warren NY,-73.714727,43.396992
36115,Washington NY,-73.458661,43.290255
36117,Wayne NY,-77.126675,43.143734
36119,Westchester NY,-73.804508,41.040536
36121,Wyoming NY,-78.218867,42.725754
36123,Yates NY,-77.078088,42.633658
37001,Alamance NC,-79.414201,36.071263
37003,Alexander NC,-81.191617,35.8903
37005,Alleghany NC,-81.105737,36.498333
37007,Anson NC,-80.110182,34.972824
37009,Ashe NC,-81.489765,36.415078
37011,Avery NC,-81.943879,36.076321
37013,Beaufort NC,-76.956602,35.519484
37015,Bertie NC,-76.968923,36.083776
37017,Bladen NC,-78.641154,34.607845
37019,Brunswick NC,-78.229006,34.03637
37021,Buncombe NC,-82.55009,35.587674
37023,Burke NC,-81.638355,35.730475
37025,Cabarrus NC,-80.612534,35.399234
37027,Caldwell NC,-81.503762,35.873615
37029,Camden NC,-76.191864,36.362671
37031,Carteret NC,-76.804409,34.746774
37033,Caswell NC,-79.361919,36.402607
37035,Catawba NC,-81.24587,35.695409
37037,Chatham NC,-79.236483,35.744124
37039,Cherokee NC,-84.016394,35.106485
37041,Chowan NC,-76.62628,36.116754
37043,Clay NC,-83.807509,35.035248
37045,Cleveland NC,-81.517043,35.292496
37047,Columbus NC,-78.709188,34.27927
37049,Craven NC,-77.03871,35.066758
37051,Cumberland NC,-78.936139,35.056493
37053,Currituck NC,-76.009228,36.391946
37055,Dare NC,-75.675009,35.907564
37057,Davidson NC,-80.199521,35.853744
37059,Davie NC,-80.521568,35.929814
37061,Duplin NC,-77.943363,34.936096
37063,Durham NC,-78.906198,35.989801
37065,Edgecombe NC,-77.656322,35.903737
37067,Forsyth NC,-80.256617,36.106431
37069,Franklin NC,-78.340858,36.047826
37071,Gaston NC,-81.156587,35.275595
37073,Gates NC,-76.70616,36.465891
37075,Graham NC,-83.787952,35.330969
37077,Granville NC,-78.657081,36.223855
37079,Greene NC,-77.669544,35.468776
37081,Guilford NC,-79.850222,36.065215
37083,Halifax NC,-77.673013,36.353153
37085,Harnett NC,-78.847033,35.359863
37087,Haywood NC,-82.939911,35.517983
37089,Henderson NC,-82.472357,35.340951
37091,Hertford NC,-77.010005,36.351305
37093,Hoke NC,-79.177133,34.989624
37095,Hyde NC,-76.208335,35.43421
37097,Iredell NC,-80.869121,35.707329
37099,Jackson NC,-83.202536,35.335275
37101,Johnston NC,-78.411938,35.560264
37103,Jones NC,-77.35314,35.027455
37105,Lee NC,-79.173131,35.45978
37107,Lenoir NC,-77.631853,35.262323
37109,Lincoln NC,-81.178517,35.485028
37111,McDowell NC,-82.021493,35.667959
37113,Macon NC,-83.380779,35.157149
37115,Madison NC,-82.638657,35.839079
37117,Martin NC,-77.100808,35.832741
37119,Mecklenburg NC,-80.816626,35.22347
37121,Mitchell NC,-82.114392,35.962279
37123,Montgomery NC,-79.882055,35.338989
37125,Moore NC,-79.446826,35.244618
37127,Nash NC,-77.923843,35.947411
37129,New Hanover NC,-77.879264,34.211687
37131,Northampton NC,-77.43486,36.431949
37133,Onslow NC,-77.400646,34.741546
37135,Orange NC,-79.081266,35.978596
37137,Pamlico NC,-76.775874,35.105357
37139,Pasquotank NC,-76.246325,36.293502
37141,Pender NC,-77.836115,34.469476
37143,Perquimans NC,-76.424422,36.1813
37145,Person NC,-78.970902,36.373422
37147,Pitt NC,-77.381184,35.579171
