county14,cntyname2,intptlon,intptlat
17113,McLean IL,-88.954967,40.494124
17115,Macon IL,-88.947074,39.851176
17117,Macoupin IL,-89.876995,39.19403
17119,Madison IL,-90.018153,38.801397
17121,Marion IL,-89.016907,38.590711
17123,Marshall IL,-89.315654,41.043034
17125,Mason IL,-89.898902,40.286475
17127,Massac IL,-88.71413,37.178592
17129,Menard IL,-89.799512,39.99726
17131,Mercer IL,-90.687118,41.214043
17133,Monroe IL,-90.171192,38.358529
17135,Montgomery IL,-89.505312,39.198961
17137,Morgan IL,-90.231224,39.718155
17139,Moultrie IL,-88.614428,39.63198
17141,Ogle IL,-89.256168,42.028654
17143,Peoria IL,-89.638976,40.742916
17145,Perry IL,-89.323886,38.058514
17147,Piatt IL,-88.58154,40.007008
17149,Pike IL,-90.859169,39.621311
17151,Pope IL,-88.54993,37.39893
17153,Pulaski IL,-89.13471,37.199544
17155,Putnam IL,-89.270939,41.229306
17157,Randolph IL,-89.809279,38.055541
17159,Richland IL,-88.088315,38.725943
17161,Rock Island IL,-90.503963,41.489142
17163,St. Clair IL,-90.000708,38.55022
17165,Saline IL,-88.536373,37.754787
17167,Sangamon IL,-89.652845,39.772758
17169,Schuyler IL,-90.568659,40.131181
17171,Scott IL,-90.4628,39.645737
17173,Shelby IL,-88.802158,39.396539
17175,Stark IL,-89.792427,41.098378
17177,Stephenson IL,-89.644536,42.324139
17179,Tazewell IL,-89.534074,40.6029
17181,Union IL,-89.236518,37.46858
17183,Vermilion IL,-87.654819,40.149683
17185,Wabash IL,-87.789619,38.431283
17187,Warren IL,-90.636372,40.890639
17189,Washington IL,-89.393916,38.359407
17191,Wayne IL,-88.422506,38.406869
17193,White IL,-88.192178,38.08996
17195,Whiteside IL,-89.823257,41.780799
17197,Will IL,-88.057341,41.565138
17199,Williamson IL,-88.975001,37.755675
17201,Winnebago IL,-89.062237,42.307128
17203,Woodford IL,-89.290321,40.77124
18001,Adams IN,-84.934313,40.753767
18003,Allen IN,-85.122309,41.098643
18005,Bartholomew IN,-85.902784,39.216785
18007,Benton IN,-87.291465,40.575066
18009,Blackford IN,-85.344177,40.469726
18011,Boone IN,-86.398795,40.01301
18013,Brown IN,-86.209703,39.236241
18015,Carroll IN,-86.600154,40.578984
18017,Cass IN,-86.339634,40.747104
18019,Clark IN,-85.732024,38.371547
18021,Clay IN,-87.124206,39.469066
18023,Clinton IN,-86.512323,40.298201
18025,Crawford IN,-86.423446,38.313436
18027,Daviess IN,-87.098024,38.696964
18029,Dearborn IN,-84.92091,39.144621
18031,Decatur IN,-85.494183,39.319976
18033,De Kalb IN,-85.034271,41.378215
18035,Delaware IN,-85.401955,40.20517
18037,Dubois IN,-86.914028,38.357067
18039,Elkhart IN,-85.906755,41.63768
18041,Fayette IN,-85.147497,39.640791
18043,Floyd IN,-85.855646,38.321515
18045,Fountain IN,-87.271914,40.152089
18047,Franklin IN,-85.070267,39.401886
18049,Fulton IN,-86.220086,41.05939
18051,Gibson IN,-87.546669,38.309181
18053,Grant IN,-85.644432,40.525254
18055,Greene IN,-86.992202,39.052317
18057,Hamilton IN,-86.059739,40.002534
18059,Hancock IN,-85.824119,39.811662
18061,Harrison IN,-86.097495,38.233745
18063,Hendricks IN,-86.415047,39.772784
18065,Henry IN,-85.403676,39.928644
18067,Howard IN,-86.132956,40.470705
18069,Huntington IN,-85.487082,40.870225
18071,Jackson IN,-85.942634,38.925896
18073,Jasper IN,-87.14944,41.075784
18075,Jay IN,-85.03299,40.428424
18077,Jefferson IN,-85.433679,38.758957
18079,Jennings IN,-85.648821,39.005169
18081,Johnson IN,-86.113638,39.553277
18083,Knox IN,-87.457627,38.698623
18085,Kosciusko IN,-85.830453,41.266796
18087,Lagrange IN,-85.461185,41.632401
18089,Lake IN,-87.408177,41.526226
18091,La Porte IN,-86.790997,41.631838
18093,Lawrence IN,-86.495731,38.846386
18095,Madison IN,-85.708905,40.11412
18097,Marion IN,-86.135897,39.7913
18099,Marshall IN,-86.273059,41.347249
18101,Martin IN,-86.848116,38.678357
18103,Miami IN,-86.073939,40.730651
18105,Monroe IN,-86.537703,39.162879
18107,Montgomery IN,-86.900065,40.035111
18109,Morgan IN,-86.399289,39.512252
18111,Newton IN,-87.380348,40.994087
18113,Noble IN,-85.391212,41.413892
18115,Ohio IN,-84.911287,38.954549
18117,Orange IN,-86.496979,38.562156
18119,Owen IN,-86.799821,39.315597
18121,Parke IN,-87.227999,39.758328
18123,Perry IN,-86.705147,38.009327
18125,Pike IN,-87.233949,38.424834
18127,Porter IN,-87.105309,41.513679
18129,Posey IN,-87.82301,38.013246
18131,Pulaski IN,-86.68526,41.050592
18133,Putnam IN,-86.835595,39.646108
18135,Randolph IN,-84.997061,40.168573
18137,Ripley IN,-85.218348,39.159403
18139,Rush IN,-85.474583,39.623616
18141,St. Joseph IN,-86.228665,41.6754
18143,Scott IN,-85.762727,38.698198
18145,Shelby IN,-85.789839,39.536039
18147,Spencer IN,-87.011031,38.015496
18149,Starke IN,-86.631891,41.282897
18151,Steuben IN,-85.010658,41.649522
18153,Sullivan IN,-87.390987,39.103093
18155,Switzerland IN,-85.023475,38.819836
18157,Tippecanoe IN,-86.88698,40.41788
18159,Tipton IN,-86.050592,40.308849
18161,Union IN,-84.919118,39.618626
18163,Vanderburgh IN,-87.551822,37.996063
18165,Vermillion IN,-87.440267,39.763165
18167,Vigo IN,-87.387976,39.460817
18169,Wabash IN,-85.802367,40.858522
18171,Warren IN,-87.326219,40.312187
18173,Warrick IN,-87.352538,38.012884
18175,Washington IN,-86.08668,38.572886
18177,Wayne IN,-84.949824,39.842737
18179,Wells IN,-85.194402,40.770772
18181,White IN,-86.810281,40.755698
18183,Whitley IN,-85.478454,41.163145
19001,Adair IA,-94.479162,41.34463
19003,Adams IA,-94.709619,41.006693
19005,Allamakee IA,-91.417032,43.257051
19007,Appanoose IA,-92.86703,40.739836
19009,Audubon IA,-94.925319,41.676829
19011,Benton IA,-92.017418,42.06222
19013,Black Hawk IA,-92.370039,42.490851
19015,Boone IA,-93.895174,42.026495
19017,Bremer IA,-92.376914,42.743058
19019,Buchanan IA,-91.901064,42.486957
19021,Buena Vista IA,-95.181418,42.679153
19023,Butler IA,-92.758693,42.707539
19025,Calhoun IA,-94.625289,42.400162
19027,Carroll IA,-94.867636,42.038572
19029,Cass IA,-94.979444,41.365898
19031,Cedar IA,-91.137409,41.757884
19033,Cerro Gordo IA,-93.246205,43.135116
19035,Cherokee IA,-95.593956,42.749288
19037,Chickasaw IA,-92.34429,43.03806
19039,Clarke IA,-93.781253,41.036835
19041,Clay IA,-95.159559,43.127315
19043,Clayton IA,-91.322949,42.860098
19045,Clinton IA,-90.335758,41.852707
19047,Crawford IA,-95.358471,42.027366
19049,Dallas IA,-93.923453,41.645224
19051,Davis IA,-92.415823,40.765097
19053,Decatur IA,-93.821296,40.71001
19055,Delaware IA,-91.383348,42.482435
19057,Des Moines IA,-91.141505,40.833526
19059,Dickinson IA,-95.133555,43.389624
19061,Dubuque IA,-90.759885,42.493726
19063,Emmet IA,-94.755015,43.394425
19065,Fayette IA,-91.85529,42.820386
19067,Floyd IA,-92.752358,43.074626
19069,Franklin IA,-93.240318,42.755202
19071,Fremont IA,-95.62334,40.747942
19073,Greene IA,-94.375973,42.029792
19075,Grundy IA,-92.74825,42.380262
19077,Guthrie IA,-94.431295,41.669447
19079,Hamilton IA,-93.767035,42.407552
19081,Hancock IA,-93.70506,43.092014
19083,Hardin IA,-93.215825,42.436776
19085,Harrison IA,-95.807382,41.662391
19087,Henry IA,-91.537076,40.981344
19089,Howard IA,-92.231001,43.361617
19091,Humboldt IA,-94.215548,42.74679
19093,Ida IA,-95.504399,42.391344
19095,Iowa IA,-92.039912,41.702616
19097,Jackson IA,-90.566759,42.139284
19099,Jasper IA,-93.070044,41.678374
19101,Jefferson IA,-91.964602,41.013172
19103,Johnson IA,-91.558332,41.679755
19105,Jones IA,-91.198506,42.136467
19107,Keokuk IA,-92.174994,41.325439
19109,Kossuth IA,-94.220556,43.147017
19111,Lee IA,-91.396221,40.55857
19113,Linn IA,-91.647249,42.009608
19115,Louisa IA,-91.259981,41.225791
19117,Lucas IA,-93.313047,41.021149
19119,Lyon IA,-96.218544,43.385265
19121,Madison IA,-93.989448,41.347064
19123,Mahaska IA,-92.641034,41.31208
19125,Marion IA,-93.042648,41.354831
19127,Marshall IA,-92.938418,42.031353
19129,Mills IA,-95.695284,41.04967
19131,Mitchell IA,-92.803246,43.336258
19133,Monona IA,-95.985115,42.063027
19135,Monroe IA,-92.827686,41.035615
19137,Montgomery IA,-95.168023,41.00862
19139,Muscatine IA,-91.079011,41.464066
19141,OBrien IA,-95.69094,43.126414
19143,Osceola IA,-95.680365,43.386381
19145,Page IA,-95.188507,40.747616
19147,Palo Alto IA,-94.690287,43.099879
19149,Plymouth IA,-96.203427,42.747908
19151,Pocahontas IA,-94.700874,42.745403
19153,Polk IA,-93.64165,41.623297
19155,Pottawattamie IA,-95.795076,41.278534
19157,Poweshiek IA,-92.620707,41.709953
19159,Ringgold IA,-94.238511,40.733764
19161,Sac IA,-95.088832,42.375806
19163,Scott IA,-90.567801,41.563153
19165,Shelby IA,-95.320348,41.665154
19167,Sioux IA,-96.167287,43.079826
19169,Story IA,-93.601828,42.026371
19171,Tama IA,-92.542542,42.065599
19173,Taylor IA,-94.673365,40.755364
19175,Union IA,-94.318926,41.053084
19177,Van Buren IA,-91.939157,40.745557
19179,Wapello IA,-92.418403,41.016218
19181,Warren IA,-93.588265,41.400886
19183,Washington IA,-91.695469,41.361979
19185,Wayne IA,-93.312958,40.740055
19187,Webster IA,-94.179073,42.480374
19189,Winnebago IA,-93.667046,43.342881
19191,Winneshiek IA,-91.814369,43.281285
19193,Woodbury IA,-96.344239,42.483226
19195,Worth IA,-93.252247,43.366541
19197,Wright IA,-93.755393,42.732195
20001,Allen KS,-95.367047,37.896585
20003,Anderson KS,-95.264357,38.250113
20005,Atchison KS,-95.181473,39.555583
20007,Barber KS,-98.557462,37.212182
20009,Barton KS,-98.757734,38.394739
20011,Bourbon KS,-94.749462,37.845558
20013,Brown KS,-95.550398,39.801273
20015,Butler KS,-96.989697,37.727136
20017,Chase KS,-96.55933,38.358337
20019,Chautauqua KS,-96.231475,37.111003
20021,Cherokee KS,-94.755129,37.11523
20023,Cheyenne KS,-101.739012,39.768136
20025,Clark KS,-99.873185,37.290454
20027,Clay KS,-97.122603,39.356195
20029,Cloud KS,-97.637245,39.53395
20031,Coffey KS,-95.739995,38.247658
20033,Comanche KS,-99.365193,37.23627
20035,Cowley KS,-96.997749,37.174285
20037,Crawford KS,-94.731411,37.439935
20039,Decatur KS,-100.490886,39.80433
20041,Dickinson KS,-97.149225,38.881315
20043,Doniphan KS,-95.075075,39.788642
20045,Douglas KS,-95.251352,38.941783
20047,Edwards KS,-99.354918,37.914413
20049,Elk KS,-96.236692,37.421638
20051,Ellis KS,-99.330011,38.88156
20053,Ellsworth KS,-98.262876,38.721017
20055,Finney KS,-100.86582,37.97733
20057,Ford KS,-99.994867,37.751112
20059,Franklin KS,-95.260046,38.602731
20061,Geary KS,-96.839254,39.03865
20063,Gove KS,-100.37425,39.047632
20065,Graham KS,-99.857843,39.359747
20067,Grant KS,-101.349728,37.580307
20069,Gray KS,-100.412899,37.726578
20071,Greeley KS,-101.763214,38.487089
20073,Greenwood KS,-96.2265,37.85753
20075,Hamilton KS,-101.767664,37.979185
20077,Harper KS,-98.051228,37.215092
20079,Harvey KS,-97.38527,38.047085
20081,Haskell KS,-100.894077,37.500029
20083,Hodgeman KS,-99.867536,38.083504
20085,Jackson KS,-95.751348,39.400925
20087,Jefferson KS,-95.397848,39.210892
20089,Jewell KS,-98.201242,39.775458
20091,Johnson KS,-94.737109,38.928049
20093,Kearny KS,-101.237956,37.954212
20095,Kingman KS,-98.097726,37.608437
20097,Kiowa KS,-99.25704,37.598711
20099,Labette KS,-95.260583,37.258236
20101,Lane KS,-100.487816,38.503002
20103,Leavenworth KS,-94.959258,39.238519
20105,Lincoln KS,-98.175265,39.036066
20107,Linn KS,-94.801632,38.237359
20109,Logan KS,-100.925155,39.098289
20111,Lyon KS,-96.179782,38.416155
20113,McPherson KS,-97.64763,38.381163
20115,Marion KS,-97.124508,38.326438
20117,Marshall KS,-96.573591,39.800029
20119,Meade KS,-100.394166,37.292089
20121,Miami KS,-94.836341,38.590405
20123,Mitchell KS,-98.174187,39.454968
20125,Montgomery KS,-95.69532,37.139983
20127,Morris KS,-96.588873,38.698155
20129,Morton KS,-101.838257,37.047093
20131,Nemaha KS,-95.962576,39.829915
20133,Neosho KS,-95.394879,37.624964
20135,Ness KS,-99.898875,38.49243
20137,Norton KS,-99.878247,39.820601
20139,Osage KS,-95.711612,38.698946
20141,Osborne KS,-98.707427,39.424792
20143,Ottawa KS,-97.681856,39.096435
20145,Pawnee KS,-99.14729,38.178542
20147,Phillips KS,-99.349356,39.757048
20149,Pottawatomie KS,-96.316119,39.258474
20151,Pratt KS,-98.731175,37.645065
20153,Rawlins KS,-101.053724,39.807807
20155,Reno KS,-97.933019,38.050916
20157,Republic KS,-97.659169,39.818189
20159,Rice KS,-98.201032,38.321964
20161,Riley KS,-96.633006,39.189473
20163,Rooks KS,-99.316748,39.314266
20165,Rush KS,-99.283614,38.525797
20167,Russell KS,-98.824906,38.904509
20169,Saline KS,-97.606735,38.815777
20171,Scott KS,-100.913611,38.482303
20173,Sedgwick KS,-97.344614,37.678809
20175,Seward KS,-100.916087,37.052196
20177,Shawnee KS,-95.705467,39.035591
20179,Sheridan KS,-100.467989,39.36791
20181,Sherman KS,-101.726276,39.349295
20183,Smith KS,-98.80961,39.770675
20185,Stafford KS,-98.736695,38.00686
20187,Stanton KS,-101.756232,37.566267
20189,Stevens KS,-101.322314,37.190104
20191,Sumner KS,-97.406801,37.304076
20193,Thomas KS,-101.04619,39.38443
20195,Trego KS,-99.881996,39.004452
20197,Wabaunsee KS,-96.177591,38.984769
20199,Wallace KS,-101.765281,38.88859
20201,Washington KS,-97.054002,39.78203
20203,Wichita KS,-101.349383,38.494297
20205,Wilson KS,-95.74124,37.512574
20207,Woodson KS,-95.73947,37.873301
20209,Wyandotte KS,-94.707944,39.104143
21001,Adair KY,-85.279057,37.107756
21003,Allen KY,-86.20805,36.747908
21005,Anderson KY,-84.923061,38.028088
21007,Ballard KY,-88.978844,37.04421
21009,Barren KY,-85.931815,36.996774
21011,Bath KY,-83.736598,38.139442
21013,Bell KY,-83.701354,36.687929
21015,Boone KY,-84.679734,38.9871
21017,Bourbon KY,-84.246608,38.202978
21019,Boyd KY,-82.666542,38.431905
21021,Boyle KY,-84.799484,37.635778
21023,Bracken KY,-84.070081,38.702563
21025,Breathitt KY,-83.377674,37.520093
21027,Breckinridge KY,-86.410478,37.770382
21029,Bullitt KY,-85.655368,38.022944
21031,Butler KY,-86.680535,37.218922
21033,Caldwell KY,-87.879238,37.127447
21035,Calloway KY,-88.305815,36.620185
21037,Campbell KY,-84.441447,39.035049
21039,Carlisle KY,-88.947867,36.854337
21041,Carroll KY,-85.13933,38.668554
21043,Carter KY,-83.038148,38.313503
21045,Casey KY,-84.924173,37.30332
21047,Christian KY,-87.478202,36.810955
21049,Clark KY,-84.182239,37.986825
21051,Clay KY,-83.746782,37.169599
21053,Clinton KY,-85.135216,36.713992
21055,Crittenden KY,-88.095062,37.332496
21057,Cumberland KY,-85.389095,36.778889
21059,Daviess KY,-87.094969,37.747732
21061,Edmonson KY,-86.255303,37.196775
21063,Elliott KY,-83.106517,38.122129
21065,Estill KY,-83.988906,37.706277
21067,Fayette KY,-84.496641,38.020523
21069,Fleming KY,-83.708327,38.388568
21071,Floyd KY,-82.738561,37.552299
21073,Franklin KY,-84.867581,38.196045
21075,Fulton KY,-89.035056,36.538177
21077,Gallatin KY,-84.842965,38.764401
21079,Garrard KY,-84.575624,37.649334
21081,Grant KY,-84.602083,38.688104
21083,Graves KY,-88.650353,36.741213
21085,Grayson KY,-86.306729,37.469091
21087,Green KY,-85.53896,37.265597
21089,Greenup KY,-82.81227,38.555431
21091,Hancock KY,-86.804805,37.868017
21093,Hardin KY,-85.917053,37.746047
21095,Harlan KY,-83.232732,36.865625
21097,Harrison KY,-84.314824,38.415967
21099,Hart KY,-85.885799,37.278157
21101,Henderson KY,-87.564393,37.818482
21103,Henry KY,-85.179506,38.431904
21105,Hickman KY,-88.959978,36.666726
21107,Hopkins KY,-87.523134,37.305866
21109,Jackson KY,-83.993723,37.402803
21111,Jefferson KY,-85.6918,38.201776
21113,Jessamine KY,-84.587045,37.884455
21115,Johnson KY,-82.814004,37.829598
21117,Kenton KY,-84.54858,39.013191
21119,Knott KY,-82.940543,37.32759
21121,Knox KY,-83.915261,36.901585
21123,Larue KY,-85.723394,37.544797
21125,Laurel KY,-84.087836,37.091397
21127,Lawrence KY,-82.681637,38.078996
21129,Lee KY,-83.701685,37.591774
21131,Leslie KY,-83.376346,37.115255
21133,Letcher KY,-82.80713,37.145831
21135,Lewis KY,-83.34706,38.562532
21137,Lincoln KY,-84.669896,37.473121
21139,Livingston KY,-88.350869,37.135813
21141,Logan KY,-86.865925,36.859491
21143,Lyon KY,-88.079792,37.060705
21145,McCracken KY,-88.648286,37.048079
21147,McCreary KY,-84.446087,36.715761
21149,McLean KY,-87.21934,37.513233
21151,Madison KY,-84.287462,37.70616
21153,Magoffin KY,-83.05626,37.729816
21155,Marion KY,-85.287219,37.569588
21157,Marshall KY,-88.339353,36.898303
21159,Martin KY,-82.516915,37.830545
21161,Mason KY,-83.788541,38.616399
21163,Meade KY,-86.132869,37.934299
21165,Menifee KY,-83.598401,37.939449
21167,Mercer KY,-84.849702,37.785009
21169,Metcalfe KY,-85.641598,36.990817
21171,Monroe KY,-85.729921,36.708328
21173,Montgomery KY,-83.917457,38.035774
21175,Morgan KY,-83.266557,37.912741
21177,Muhlenberg KY,-87.147061,37.238091
21179,Nelson KY,-85.460337,37.818018
21181,Nicholas KY,-84.023793,38.327656
21183,Ohio KY,-86.864267,37.465059
21185,Oldham KY,-85.459531,38.372849
21187,Owen KY,-84.831964,38.531935
21189,Owsley KY,-83.684099,37.452097
21191,Pendleton KY,-84.359734,38.715798
21193,Perry KY,-83.201103,37.257626
21195,Pike KY,-82.420568,37.463506
21197,Powell KY,-83.881144,37.852293
21199,Pulaski KY,-84.614631,37.09282
21201,Robertson KY,-84.048851,38.520827
21203,Rockcastle KY,-84.348393,37.381613
21205,Rowan KY,-83.442317,38.194617
21207,Russell KY,-85.059309,37.029336
21209,Scott KY,-84.570579,38.231691
21211,Shelby KY,-85.230254,38.213514
21213,Simpson KY,-86.572107,36.733285
21215,Spencer KY,-85.350925,38.059721
21217,Taylor KY,-85.343426,37.350402
21219,Todd KY,-87.171441,36.81176
21221,Trigg KY,-87.836195,36.847048
21223,Trimble KY,-85.332549,38.620699
21225,Union KY,-87.92693,37.653316
21227,Warren KY,-86.434558,36.970396
21229,Washington KY,-85.190853,37.738655
21231,Wayne KY,-84.844593,36.837888
21233,Webster KY,-87.686961,37.499711
21235,Whitley KY,-84.141005,36.809692
21237,Wolfe KY,-83.5109,37.740622
21239,Woodford KY,-84.727269,38.050068
22001,Acadia Parish LA,-92.351781,30.278556
22003,Allen Parish LA,-92.774331,30.669388
22005,Ascension Parish LA,-90.934023,30.248526
22007,Assumption Parish LA,-91.066472,29.922958
22009,Avoyelles Parish LA,-92.062588,31.053587
22011,Beauregard Parish LA,-93.287121,30.733885
22013,Bienville Parish LA,-93.080169,32.388899
22015,Bossier Parish LA,-93.656693,32.555697
22017,Caddo Parish LA,-93.800865,32.472074
22019,Calcasieu Parish LA,-93.2615,30.227532
22021,Caldwell Parish LA,-92.103747,32.078216
22023,Cameron Parish LA,-93.212133,29.956693
22025,Catahoula Parish LA,-91.824428,31.696936
22027,Claiborne Parish LA,-93.033069,32.833683
22029,Concordia Parish LA,-91.54596,31.592783
22031,De Soto Parish LA,-93.776743,32.104981
22033,East Baton Rouge Parish LA,-91.100955,30.462493
22035,East Carroll Parish LA,-91.19515,32.770973
22037,East Feliciana Parish LA,-91.08921,30.826844
22039,Evangeline Parish LA,-92.362195,30.685722
22041,Franklin Parish LA,-91.696248,32.143814
22043,Grant Parish LA,-92.542867,31.534149
22045,Iberia Parish LA,-91.810242,29.994199
22047,Iberville Parish LA,-91.234361,30.2721
22049,Jackson Parish LA,-92.645983,32.280659
22051,Jefferson Parish LA,-90.153213,29.945261
22053,Jefferson Davis Parish LA,-92.738053,30.240195
22055,Lafayette Parish LA,-92.043763,30.205216
22057,Lafourche Parish LA,-90.615344,29.679993
22059,La Salle Parish LA,-92.172599,31.730558
22061,Lincoln Parish LA,-92.647925,32.549258
22063,Livingston Parish LA,-90.84079,30.483389
22065,Madison Parish LA,-91.196834,32.397649
22067,Morehouse Parish LA,-91.88615,32.786393
22069,Natchitoches Parish LA,-93.097376,31.759483
22071,Orleans Parish LA,-90.05283,29.972699
22073,Ouachita Parish LA,-92.129618,32.514347
22075,Plaquemines Parish LA,-89.901084,29.72176
22077,Pointe Coupee Parish LA,-91.500104,30.671071
22079,Rapides Parish LA,-92.457431,31.28458
22081,Red River Parish LA,-93.307612,32.05463
22083,Richland Parish LA,-91.714708,32.441086
22085,Sabine Parish LA,-93.566687,31.581883
22087,St. Bernard Parish LA,-89.934438,29.92824
22089,St. Charles Parish LA,-90.376772,29.939398
22091,St. Helena Parish LA,-90.693879,30.788339
22093,St. James Parish LA,-90.737215,30.02077
22095,St. John the Baptist Parish LA,-90.513411,30.071498
22097,St. Landry Parish LA,-92.111291,30.514029
22099,St. Martin Parish LA,-91.835265,30.229053
22101,St. Mary Parish LA,-91.344868,29.740594
22103,St. Tammany Parish LA,-89.948458,30.383308
22105,Tangipahoa Parish LA,-90.455523,30.571612
22107,Tensas Parish LA,-91.297029,31.964792
22109,Terrebonne Parish LA,-90.722277,29.592812
22111,Union Parish LA,-92.404379,32.794504
22113,Vermilion Parish LA,-92.165933,29.993689
22115,Vernon Parish LA,-93.245843,31.094949
22117,Washington Parish LA,-89.996212,30.835918
22119,Webster Parish LA,-93.341034,32.700101
22121,West Baton Rouge Parish LA,-91.264483,30.443958
22123,West Carroll Parish LA,-91.431747,32.816552
22125,West Feliciana Parish LA,-91.404785,30.893607
22127,Winn Parish LA,-92.676563,31.929892
23001,Androscoggin ME,-70.20132,44.119069
23003,Aroostook ME,-68.087537,46.705048
23005,Cumberland ME,-70.305614,43.748089
23007,Franklin ME,-70.225854,44.70749
23009,Hancock ME,-68.46779,44.471475
23011,Kennebec ME,-69.748988,44.396103
23013,Knox ME,-69.162867,44.129786
23015,Lincoln ME,-69.554984,44.032332
23017,Oxford ME,-70.613054,44.28237
23019,Penobscot ME,-68.793837,44.953036
23021,Piscataquis ME,-69.263449,45.242097
23023,Sagadahoc ME,-69.869729,43.956203
23025,Somerset ME,-69.685972,44.821921
23027,Waldo ME,-69.086543,44.491138
23029,Washington ME,-67.464494,44.863592
23031,York ME,-70.640467,43.424108
24001,Allegany MD,-78.822222,39.629197
24003,Anne Arundel MD,-76.598955,39.067301
24005,Baltimore MD,-76.620394,39.369253
24009,Calvert MD,-76.542161,38.548518
24011,Caroline MD,-75.831475,38.874331
24013,Carroll MD,-76.993091,39.527219
24015,Cecil MD,-75.936612,39.613825
24017,Charles MD,-76.953005,38.578559
24019,Dorchester MD,-76.0097,38.570624
24021,Frederick MD,-77.400225,39.432255
24023,Garrett MD,-79.303003,39.512187
24025,Harford MD,-76.310898,39.521376
24027,Howard MD,-76.856746,39.219272
24029,Kent MD,-76.058445,39.24506
24031,Montgomery MD,-77.122919,39.086186
24033,Prince Georges MD,-76.889932,38.908576
24035,Queen Annes MD,-76.147916,39.022436
24037,St. Marys MD,-76.578976,38.307327
24039,Somerset MD,-75.74338,38.132883
24041,Talbot MD,-76.098116,38.769665
24043,Washington MD,-77.731403,39.617574
24045,Wicomico MD,-75.59508,38.371571
24047,Worcester MD,-75.237934,38.301936
24510,Baltimore city MD,-76.619614,39.314893
25001,Barnstable MA,-70.333834,41.690217
25003,Berkshire MA,-73.216435,42.460782
25005,Bristol MA,-71.108488,41.79322
25007,Dukes MA,-70.602739,41.421287
25009,Essex MA,-70.987904,42.62479
25011,Franklin MA,-72.558708,42.57829
25013,Hampden MA,-72.575329,42.125927
25015,Hampshire MA,-72.573342,42.312537
25017,Middlesex MA,-71.255253,42.448546
25019,Nantucket MA,-70.091121,41.267913
25021,Norfolk MA,-71.147484,42.202695
25023,Plymouth MA,-70.853796,42.023962
25025,Suffolk MA,-71.078614,42.334807
25027,Worcester MA,-71.805421,42.303705
26001,Alcona MI,-83.467588,44.665116
26003,Alger MI,-86.700125,46.388672
26005,Allegan MI,-85.874377,42.603138
26007,Alpena MI,-83.504451,45.050954
26009,Antrim MI,-85.198704,44.978648
26011,Arenac MI,-83.8827,44.044496
26013,Baraga MI,-88.454261,46.765021
26015,Barry MI,-85.341763,42.614153
26017,Bay MI,-83.928441,43.630575
26019,Benzie MI,-86.016058,44.650382
26021,Berrien MI,-86.407548,41.987514
26023,Branch MI,-85.031769,41.929764
26025,Calhoun MI,-85.10189,42.289509
26027,Cass MI,-86.040585,41.891974
26029,Charlevoix MI,-85.115313,45.247029
26031,Cheboygan MI,-84.51865,45.512741
26033,Chippewa MI,-84.395531,46.367642
26035,Clare MI,-84.826388,43.945731
26037,Clinton MI,-84.555042,42.891278
26039,Crawford MI,-84.666563,44.655061
26041,Delta MI,-87.06633,45.802381
26043,Dickinson MI,-88.013807,45.833651
26045,Eaton MI,-84.740401,42.64387
26047,Emmet MI,-84.90888,45.433952
26049,Genesee MI,-83.69473,43.006414
26051,Gladwin MI,-84.437392,43.967071
26053,Gogebic MI,-89.978889,46.435976
26055,Grand Traverse MI,-85.607164,44.710657
26057,Gratiot MI,-84.629375,43.343315
26059,Hillsdale MI,-84.60396,41.917026
26061,Houghton MI,-88.541492,47.127651
26063,Huron MI,-83.061745,43.833605
26065,Ingham MI,-84.487849,42.68888
26067,Ionia MI,-85.085972,42.956879
26069,Iosco MI,-83.536858,44.356583
26071,Iron MI,-88.534277,46.098021
26073,Isabella MI,-84.799851,43.607247
26075,Jackson MI,-84.406378,42.241314
26077,Kalamazoo MI,-85.584887,42.263481
26079,Kalkaska MI,-85.166039,44.720699
26081,Kent MI,-85.626574,42.963793
26083,Keweenaw MI,-88.302329,47.333639
26085,Lake MI,-85.798375,43.95981
26087,Lapeer MI,-83.250595,43.059695
26089,Leelanau MI,-85.732501,44.909769
26091,Lenawee MI,-84.052376,41.925187
26093,Livingston MI,-83.857618,42.573055
26095,Luce MI,-85.550928,46.334456
26097,Mackinac MI,-84.880617,45.997906
26099,Macomb MI,-82.957362,42.586891
26101,Manistee MI,-86.187902,44.303916
26103,Marquette MI,-87.49462,46.486961
26105,Mason MI,-86.347828,43.974938
26107,Mecosta MI,-85.388851,43.653563
26109,Menominee MI,-87.581911,45.341048
26111,Midland MI,-84.298082,43.642776
26113,Missaukee MI,-85.179433,44.305823
26115,Monroe MI,-83.485685,41.900249
26117,Montcalm MI,-85.180665,43.288474
26119,Montmorency MI,-84.122868,44.999429
26121,Muskegon MI,-86.215465,43.244173
26123,Newaygo MI,-85.80986,43.46692
26125,Oakland MI,-83.310412,42.587536
26127,Oceana MI,-86.30421,43.632703
26129,Ogemaw MI,-84.123278,44.28757
26131,Ontonagon MI,-89.285171,46.720247
26133,Osceola MI,-85.351151,43.965562
26135,Oscoda MI,-84.14715,44.696784
26137,Otsego MI,-84.66689,45.006778
26139,Ottawa MI,-86.021338,42.909363
26141,Presque Isle MI,-83.873773,45.356835
26143,Roscommon MI,-84.649821,44.364865
26145,Saginaw MI,-83.99374,43.398201
