GEO.id,GEO.id2,GEO.display-label,VD02,VD03,VD04,VD05,VD06,VD07,VD08,VD10,VD11,VD12,VD13,VD14,VD15,VD16,VD17,VD18,VD19,VD20,VD21,VD22,VD23,VD24,VD25,VD26,VD27,VD28,VD29,VD30,VD31,VD32,VD33,VD34,VD35,VD36,VD37,VD38,VD39,VD40,VD41,VD42,VD43,VD44,VD45,VD46,VD47,VD48,VD49,VD50,VD51,VD52,VD53,VD54,VD55,VD56,VD57,VD58,VD59,VD60,VD61,VD62,VD63,VD65,VD66,VD67,VD68,VD69,VD70,VD71,VD72,VD73,VD74,VD75,VD77,VD78,VD79,VD80,VD81,VD82,VD83,VD84,VD85,VD86,VD87
1600000US5138424,5138424,"Hopewell city, Virginia",uSF1,VA,160,00,000,,0164500,3,5,54,51,,,,,,38424,C7,0,15,,,,,,,,,,,,,,,,,6760,20,99,N,9999,9999,9,00,!,,,,,,,,,,,,,,,,,26530144,1503140,Hopewell city,A,Y,22354,9749,+37290399,-077303371,58,,,,,,,,,,,,
1600000US5145512,5145512,"Lexington city, Virginia",uSF1,VA,160,00,000,,0164637,3,5,54,51,,,,,,45512,C7,0,13,,,,,,,,,,,,,,,,,9999,00,99,9,9999,9999,9,00,!,,,,,,,,,,,,,,,,,6458555,0,Lexington city,A,Y,6867,2376,+37782938,-079445198,58,,,,,,,,,,,,
1600000US5147672,5147672,"Lynchburg city, Virginia",uSF1,VA,160,00,000,,0164676,3,5,54,51,,,,,,47672,C7,1,17,,,,,,,,,,,,,,,,,4640,18,99,Y,9999,9999,9,00,!,,,,,,,,,,,,,,,,,127921739,947003,Lynchburg city,A,Y,65269,27640,+37403672,-079170205,58,,,,,,,,,,,,
1600000US5148952,5148952,"Manassas city, Virginia",uSF1,VA,160,00,000,,0164731,3,5,54,51,,,,,,48952,C7,0,16,,,,,,,,,,,,,,,,,8872,23,97,N,8840,9999,9,00,!,,,,,,,,,,,,,,,,,25727953,57532,Manassas city,A,Y,35135,12114,+38751415,-077476396,58,,,,,,,,,,,,
1600000US5148968,5148968,"Manassas Park city, Virginia",uSF1,VA,160,00,000,,0164737,3,5,54,51,,,,,,48968,C7,0,14,,,,,,,,,,,,,,,,,8872,23,97,N,8840,9999,9,00,!,,,,,,,,,,,,,,,,,6454537,0,Manassas Park city,A,Y,10290,3365,+38773564,-077453542,58,,,,,,,,,,,,
1600000US5149784,5149784,"Martinsville city, Virginia",uSF1,VA,160,00,000,,0164749,3,5,54,51,,,,,,49784,C7,0,14,,,,,,,,,,,,,,,,,9999,00,99,9,9999,9999,9,00,!,,,,,,,,,,,,,,,,,28375210,134337,Martinsville city,A,Y,15416,7249,+36686143,-079869171,58,,,,,,,,,,,,
1600000US5156000,5156000,"Newport News city, Virginia",uSF1,VA,160,00,000,,0164848,3,5,54,51,,,,,,56000,C7,1,18,,,,,,,,,,,,,,,,,5720,21,99,Y,9999,9999,9,00,!,,,,,,,,,,,,,,,,,176881042,131458568,Newport News city,A,Y,180150,74117,+37071046,-076484557,58,,,,,,,,,,,,
1600000US5157000,5157000,"Norfolk city, Virginia",uSF1,VA,160,00,000,,0164895,3,5,54,51,,,,,,57000,C7,1,18,,,,,,,,,,,,,,,,,5720,21,99,Y,9999,9999,9,00,!,,,,,,,,,,,,,,,,,139155107,110271113,Norfolk city,A,Y,234403,94416,+36885747,-076259900,58,,,,,,,,,,,,
1600000US5157688,5157688,"Norton city, Virginia",uSF1,VA,160,00,000,,0164990,3,5,54,51,,,,,,57688,C7,0,12,,,,,,,,,,,,,,,,,9999,00,99,9,9999,9999,9,00,!,,,,,,,,,,,,,,,,,19501536,0,Norton city,A,Y,3904,1946,+36936805,-082625146,58,,,,,,,,,,,,
1600000US5161832,5161832,"Petersburg city, Virginia",uSF1,VA,160,00,000,,0165053,3,5,54,51,,,,,,61832,C7,1,16,,,,,,,,,,,,,,,,,6760,20,99,Y,9999,9999,9,00,!,,,,,,,,,,,,,,,,,59260966,789462,Petersburg city,A,Y,33740,15955,+37212950,-077400417,58,,,,,,,,,,,,
1600000US5163768,5163768,"Poquoson city, Virginia",uSF1,VA,160,00,000,,0165077,3,5,54,51,,,,,,63768,C7,0,14,,,,,,,,,,,,,,,,,5720,21,99,N,9999,9999,9,00,!,,,,,,,,,,,,,,,,,40186651,162933240,Poquoson city,A,Y,11566,4300,+37133153,-076373881,58,,,,,,,,,,,,
1600000US5164000,5164000,"Portsmouth city, Virginia",uSF1,VA,160,00,000,,0165086,3,5,54,51,,,,,,64000,C7,1,18,,,,,,,,,,,,,,,,,5720,21,99,Y,9999,9999,9,00,!,,,,,,,,,,,,,,,,,85885150,34863486,Portsmouth city,A,Y,100565,41605,+36831298,-076345641,58,,,,,,,,,,,,
1600000US5165392,5165392,"Radford city, Virginia",uSF1,VA,160,00,000,,0165141,3,5,54,51,,,,,,65392,C7,0,14,,,,,,,,,,,,,,,,,9999,00,99,9,9999,9999,9,00,!,,,,,,,,,,,,,,,,,25429628,961866,Radford city,A,Y,15859,6137,+37127585,-080569523,58,,,,,,,,,,,,
1600000US5167000,5167000,"Richmond city, Virginia",uSF1,VA,160,00,000,,0165176,3,5,54,51,,,,,,67000,C7,1,18,,,,,,,,,,,,,,,,,6760,20,99,Y,9999,9999,9,00,!,,,,,,,,,,,,,,,,,155581363,6418229,Richmond city,A,Y,197790,92282,+37538346,-077461507,58,,,,,,,,,,,,
1600000US5168000,5168000,"Roanoke city, Virginia",uSF1,VA,160,00,000,,0165247,3,5,54,51,,,,,,68000,C7,1,17,,,,,,,,,,,,,,,,,6800,18,99,Y,9999,9999,9,00,!,,,,,,,,,,,,,,,,,111070256,71960,Roanoke city,A,Y,94911,45257,+37276895,-079955711,58,,,,,,,,,,,,
1600000US5170000,5170000,"Salem city, Virginia",uSF1,VA,160,00,000,,0165310,3,5,54,51,,,,,,70000,C7,0,15,,,,,,,,,,,,,,,,,6800,18,99,N,9999,9999,9,00,!,,,,,,,,,,,,,,,,,37783681,0,Salem city,A,Y,24747,10403,+37286895,-080055836,58,,,,,,,,,,,,
1600000US5175216,5175216,"Staunton city, Virginia",uSF1,VA,160,00,000,,0165395,3,5,54,51,,,,,,75216,C7,0,15,,,,,,,,,,,,,,,,,9999,00,99,9,9999,9999,9,00,!,,,,,,,,,,,,,,,,,51043823,0,Staunton city,A,Y,23853,10427,+38157920,-079076450,58,,,,,,,,,,,,
1600000US5176432,5176432,"Suffolk city, Virginia",uSF1,VA,160,00,000,,0165424,3,5,54,51,,,,,,76432,C7,2,17,,,,,,,,,,,,,,,,,5720,21,99,Y,9999,9999,9,00,!,,,,,,,,,,,,,,,,,1036048206,75234666,Suffolk city,A,Y,63677,24704,+36741347,-076609881,58,,,,,,,,,,,,
1600000US5182000,5182000,"Virginia Beach city, Virginia",uSF1,VA,160,00,000,,0165537,3,5,54,51,,,,,,82000,C7,2,19,,,,,,,,,,,,,,,,,5720,21,99,Y,9999,9999,9,00,!,,,,,,,,,,,,,,,,,643073238,644994920,Virginia Beach city,A,Y,425257,162277,+36834498,-076087179,58,,,,,,,,,,,,
1600000US5183680,5183680,"Waynesboro city, Virginia",uSF1,VA,160,00,000,,0165648,3,5,54,51,,,,,,83680,C7,0,14,,,,,,,,,,,,,,,,,9999,00,99,9,9999,9999,9,00,!,,,,,,,,,,,,,,,,,39783124,49217,Waynesboro city,A,Y,19520,8863,+38069874,-078894517,58,,,,,,,,,,,,
1600000US5186160,5186160,"Williamsburg city, Virginia",uSF1,VA,160,00,000,,0165684,3,5,54,51,,,,,,86160,C7,0,14,,,,,,,,,,,,,,,,,5720,21,99,N,9999,9999,9,00,!,,,,,,,,,,,,,,,,,22131351,334423,Williamsburg city,A,Y,11998,3880,+37274882,-076708339,58,,,,,,,,,,,,
1600000US5186720,5186720,"Winchester city, Virginia",uSF1,VA,160,00,000,,0165689,3,5,54,51,,,,,,86720,C7,0,15,,,,,,,,,,,,,,,,,9999,00,99,9,9999,9999,9,00,!,,,,,,,,,,,,,,,,,24176117,0,Winchester city,A,Y,23585,10587,+39178355,-078166771,58,,,,,,,,,,,,
